"Subject" "Activity_Labels" "ave_tGravAccMag_mean" "ave_tGravAccMag_std"
17 "WALKING_DOWNSTAIRS" 0.148951103536087 0.0914076757326087
17 "SITTING" -0.97274734640625 -0.96506519109375
17 "STANDING" -0.977635981410256 -0.975377309871795
17 "LAYING" -0.953021411126761 -0.948257993521127
18 "WALKING" -0.287908078035714 -0.460346465357143
18 "WALKING_UPSTAIRS" -0.279146312758621 -0.37184157
18 "WALKING_DOWNSTAIRS" -0.293531973636364 -0.229934247036364
18 "SITTING" -0.983674151754386 -0.981595285964912
18 "STANDING" -0.972607495342466 -0.972285545479452
18 "LAYING" -0.986456241538462 -0.986464542615385
19 "WALKING" 0.0648173438653846 -0.0993927171359615
19 "WALKING_UPSTAIRS" 0.01738119347275 -0.177666828025
19 "WALKING_DOWNSTAIRS" 0.644604325128205 0.413472376589744
19 "SITTING" -0.962074065616438 -0.951755657260274
19 "STANDING" -0.960505683561644 -0.962549342465753
19 "LAYING" -0.96626080686747 -0.963193489036145
20 "WALKING" 0.039402280578902 -0.156930391921569
20 "WALKING_UPSTAIRS" 0.00872502461176471 -0.198269718823529
20 "WALKING_DOWNSTAIRS" 0.221851587933333 0.172636361444444
20 "SITTING" -0.952738043030303 -0.937764028181818
20 "STANDING" -0.92240685739726 -0.910672094794521
20 "LAYING" -0.960743126176471 -0.939489444558824
21 "WALKING" -0.123455661519231 -0.299709752173077
21 "WALKING_UPSTAIRS" -0.0810453188106383 -0.278474283829787
21 "WALKING_DOWNSTAIRS" 0.245771699004444 0.264341903711111
21 "SITTING" -0.974734999411765 -0.971994251294118
21 "STANDING" -0.958774298089888 -0.956919898202247
21 "LAYING" -0.952596583222222 -0.942186431444444
22 "WALKING" 0.0722419121669565 -0.161591787478261
22 "WALKING_UPSTAIRS" 0.210282608333333 -0.158757474833333
22 "WALKING_DOWNSTAIRS" 0.330999221944444 0.133267478527222
22 "SITTING" -0.942167353870968 -0.924336184035484
22 "STANDING" -0.954807661269841 -0.939866315079365
22 "LAYING" -0.934993799305556 -0.909407761152778
23 "WALKING" -0.0988770198220339 -0.209989354570847
23 "WALKING_UPSTAIRS" -0.0117536873784314 -0.271893714117647
23 "WALKING_DOWNSTAIRS" 0.127211137694444 0.230363964351852
23 "SITTING" -0.944080772941176 -0.924963263235294
23 "STANDING" -0.957212267058824 -0.9516698575
23 "LAYING" -0.962959196805556 -0.957871990555555
24 "WALKING" -0.299983613965517 -0.48106401862069
24 "WALKING_UPSTAIRS" -0.226402822033898 -0.30685447
24 "WALKING_DOWNSTAIRS" -0.0737699163072727 -0.0224839122854545
24 "SITTING" -0.968979156470588 -0.963779683235294
24 "STANDING" -0.950061017681159 -0.94790101173913
24 "LAYING" -0.9718540425 -0.969354834166667
25 "WALKING" -0.40528943 -0.565601466081081
25 "WALKING_UPSTAIRS" -0.305772199076923 -0.480006649846154
25 "WALKING_DOWNSTAIRS" -0.22010859462069 -0.259465249913793
25 "SITTING" -0.970409337076923 -0.960003414461538
25 "STANDING" -0.972663592162162 -0.968075629324324
25 "LAYING" -0.56047777609589 -0.649254767945205
26 "WALKING" -0.223399171830508 -0.421848313898305
26 "WALKING_UPSTAIRS" -0.142874499381818 -0.1507071068
26 "WALKING_DOWNSTAIRS" 0.114379383742 0.14700167906
26 "SITTING" -0.953079994102564 -0.933602783410256
26 "STANDING" -0.968511694324324 -0.962697299189189
26 "LAYING" -0.976785042368421 -0.964355190394737
27 "WALKING" -0.238853875263158 -0.407355787017544
27 "WALKING_UPSTAIRS" -0.160589355980392 -0.37994878627451
27 "WALKING_DOWNSTAIRS" 0.108071382861364 0.121176277863636
27 "SITTING" -0.979481668857143 -0.969526674714286
27 "STANDING" -0.972753287375 -0.9663601145
27 "LAYING" -0.982091652162162 -0.978920176216216
28 "WALKING" -0.1806660203 -0.39269402
28 "WALKING_UPSTAIRS" -0.186240503960784 -0.211928666470588
28 "WALKING_DOWNSTAIRS" 0.104359216580435 0.135465563932609
28 "SITTING" -0.955789708611111 -0.947782703333333
28 "STANDING" -0.92547165164557 -0.917658334177215
28 "LAYING" -0.95811223025 -0.9545740295
29 "WALKING" -0.0955213393716981 -0.262695063584906
29 "WALKING_UPSTAIRS" 0.00834360271428571 -0.0414696051693878
29 "WALKING_DOWNSTAIRS" 0.103705165666667 0.1344811501875
29 "SITTING" -0.978017021833333 -0.9692903165
29 "STANDING" -0.984745318923077 -0.981745712923077
29 "LAYING" -0.986493196666667 -0.981572147681159
30 "WALKING" -0.195140032969231 -0.359873411538462
30 "WALKING_UPSTAIRS" -0.137627857227385 -0.327410815861538
30 "WALKING_DOWNSTAIRS" -0.0373901122469355 -0.0135771208822581
30 "SITTING" -0.957487221451613 -0.942901466612903
30 "STANDING" -0.930573574915254 -0.916570441355932
30 "LAYING" -0.969829984285714 -0.960167907285714
